casename,Lot,Wafer,Outcome,FailureCode,SNSR1_C1,SNSR1_C2,SNSR1_C3,SNSR1_C4,SNSR1_C5,SNSR1_C6,SNSR1_C7,SNSR1_C8,SNSR1_C9,SNSR1_C10,SNSR1_C11,SNSR1_C12,SNSR1_C13,SNSR1_C14,SNSR1_C15,SNSR2_C1,SNSR2_C2,SNSR2_C3,SNSR2_C4,SNSR2_C5,SNSR2_C6,SNSR2_C7,SNSR2_C8,SNSR2_C9,SNSR2_C10,SNSR2_C11,SNSR2_C12,SNSR2_C13,SNSR2_C14,SNSR2_C15,SNSR3_C1,SNSR3_C2,SNSR3_C3,SNSR3_C4,SNSR3_C5,SNSR3_C6,SNSR3_C7,SNSR3_C8,SNSR3_C9,SNSR3_C10,SNSR3_C11,SNSR3_C12,SNSR3_C13,SNSR3_C14,SNSR3_C15,SNSR4_C1,SNSR4_C2,SNSR4_C3,SNSR4_C4,SNSR4_C5,SNSR4_C6,SNSR4_C7,SNSR4_C8,SNSR4_C9,SNSR4_C10,SNSR4_C11,SNSR4_C12,SNSR4_C13,SNSR4_C14,SNSR4_C15,SNSR5_C1,SNSR5_C2,SNSR5_C3,SNSR5_C4,SNSR5_C5,SNSR5_C6,SNSR5_C7,SNSR5_C8,SNSR5_C9,SNSR5_C10,SNSR5_C11,SNSR5_C12,SNSR5_C13,SNSR5_C14,SNSR5_C15,SNSR6_C1,SNSR6_C2,SNSR6_C3,SNSR6_C4,SNSR6_C5,SNSR6_C6,SNSR6_C7,SNSR6_C8,SNSR6_C9,SNSR6_C10,SNSR6_C11,SNSR6_C12,SNSR6_C13,SNSR6_C14,SNSR6_C15
102,B#3253,W#16,0,normal,-5,-5,605,604,-5,558,552,551,551,551,551,551,551,551,551,-19,-18,-2,-18,-18,304,-45,-47,-47,-47,-47,-47,-48,-48,-18,54,2365,2451,2400,813,1389,1389,1392,1395,1395,1395,1395,1395,1395,1395,1,1,2047,2047,1,1212,1250,1270,1286,1299,1304,1302,1144,1134,1131,-11,-11,971,539,-11,902,972,964,947,939,942,994,976,955,952,0,0,0,0,0,26,-106,-111,-112,-112,-112,-108,-105,-104,0
103,B#3253,W#17,0,normal,-5,-5,604,604,-5,552,551,551,550,551,551,551,551,551,-5,-18,-18,46,-18,-18,64,-46,-47,-46,-46,-46,-47,-48,-18,-18,54,2394,2464,2400,1130,1392,1395,1395,1392,1392,1395,1395,1395,1392,448,1,1,2047,2047,1,1218,1253,1276,1292,1306,1308,1308,1136,1132,1,-11,-11,962,487,-11,936,965,958,944,940,943,992,969,954,-11,0,0,0,1,0,0,-108,-111,-112,-112,-113,-106,-105,-2,0
104,B#3253,W#18,0,normal,-5,-5,606,604,-5,556,550,552,552,551,551,551,551,551,-4,-18,-18,33,-18,-18,77,-48,-47,-47,-47,-47,-47,-48,-47,-18,70,2298,2461,2400,778,1389,1392,1389,1392,1395,1395,1395,1395,1398,986,1,1,2047,2047,1,1204,1247,1274,1290,1299,1304,1304,1144,1127,4,-11,-11,951,540,-11,886,963,963,948,937,939,992,973,946,-9,0,0,0,1,0,0,-106,-111,-112,-112,-112,-107,-105,-104,0
105,B#3253,W#19,0,normal,-5,-5,606,603,-5,552,551,551,551,552,551,550,551,551,-4,-17,-18,30,-17,-18,59,-46,-47,-47,-47,-47,-48,-48,-48,-18,42,2394,2435,2400,1114,1389,1389,1392,1392,1392,1395,1395,1392,1392,982,1,1,2047,2047,1,1210,1250,1271,1292,1306,1309,1307,1145,1131,4,-11,-11,980,485,-11,913,968,965,944,942,946,991,975,952,-9,0,0,-1,1,0,0,-107,-111,-112,-112,-112,-107,-105,-104,0
106,B#3253,W#20,0,normal,-5,-5,604,603,-2,556,551,552,551,552,551,551,552,550,550,-18,-18,544,-50,-18,296,-46,-48,-47,-47,-48,-47,-47,-47,-18,70,2301,2480,2403,2330,1392,1392,1392,1395,1395,1392,1398,1395,1392,1389,1,1,2047,2047,32,1204,1251,1276,1294,1308,1312,1308,1155,1126,1125,-11,-11,915,620,-5,891,969,970,953,946,946,988,981,945,944,0,0,0,-19,0,26,-104,-110,-112,-113,-113,-108,-104,-104,0
107,B#3253,W#21,0,normal,-5,-5,607,604,-5,557,551,551,552,551,552,550,550,550,-4,-17,-18,34,-17,-18,296,-44,-46,-46,-46,-46,-46,-47,-48,-18,51,2374,2467,2400,803,1386,1389,1392,1392,1392,1392,1392,1392,1395,1005,1,1,2047,2047,1,1212,1246,1273,1289,1300,1305,1300,1142,1130,4,-11,-11,965,506,-11,918,965,962,950,941,940,995,976,953,-9,0,0,0,1,0,25,-107,-111,-112,-112,-112,-108,-105,-104,0
108,B#3253,W#23,0,normal,-5,-5,606,603,-5,557,552,551,551,552,551,551,551,551,-4,-18,-18,5,-18,-18,76,-44,-46,-45,-46,-45,-46,-45,-46,-18,32,2355,2442,2400,614,1389,1392,1392,1392,1392,1392,1392,1395,1395,1008,1,1,2047,2047,1,1210,1250,1275,1293,1302,1305,1304,1138,1126,4,-11,-11,952,526,-11,912,963,961,944,942,942,988,970,946,-9,0,0,0,0,0,0,-107,-111,-111,-113,-113,-107,-104,-104,0
109,B#3253,W#24,0,normal,-5,-5,606,604,-5,555,551,552,551,551,552,552,551,551,-3,-18,-18,50,-18,-18,85,-47,-46,-47,-47,-47,-47,-47,-48,-18,32,2390,2458,2403,1232,1392,1395,1392,1395,1392,1395,1392,1395,1395,1373,1,1,2047,2047,1,1212,1250,1271,1289,1302,1304,1301,1141,1127,19,-11,-11,941,468,-11,922,960,956,940,938,938,989,973,948,5,0,0,-22,0,0,0,-107,-111,-111,-112,-112,-107,-104,-104,0
110,B#3254,W#01,0,normal,-4,604,604,604,-4,555,551,552,552,551,551,551,551,551,-4,-15,1789,-44,-15,-14,297,-45,-45,-45,-46,-46,-46,-46,-15,-16,2186,2445,2403,2403,1270,1389,1392,1392,1395,1395,1395,1395,1392,1392,419,1,2047,2047,1992,1,1223,1256,1278,1291,1301,1307,1304,1135,1130,1,-11,835,926,411,-11,919,949,947,940,933,939,990,968,948,-11,0,0,-19,0,0,25,-109,-113,-113,-113,-113,-107,-105,-1,0
111,B#3254,W#02,0,normal,-5,-4,608,604,-4,558,552,551,551,551,551,551,551,551,-4,-16,-15,37,-15,-16,83,-41,-43,-44,-44,-44,-45,-44,-17,-17,42,2374,2438,2403,598,1389,1392,1395,1392,1392,1392,1395,1395,1395,486,1,1,2047,2047,1,1054,1244,1271,1292,1302,1308,1307,1150,1124,1,-11,-11,986,510,-11,682,956,957,950,945,946,991,988,953,-11,0,0,0,1,0,0,-106,-111,-113,-113,-113,-109,-104,-7,0
112,B#3254,W#03,0,normal,-5,-5,606,604,-4,553,551,552,551,551,552,550,550,550,-4,-17,-16,37,-16,-16,63,-44,-44,-45,-44,-44,-44,-46,-46,-17,70,2352,2435,2400,595,1392,1392,1392,1392,1392,1392,1392,1392,1392,973,1,1,2047,2047,1,1204,1246,1273,1291,1304,1306,1303,1136,1130,4,-11,-11,946,524,-11,885,960,958,946,938,940,986,970,952,-9,0,-1,-1,2,0,0,-105,-111,-112,-112,-113,-107,-104,-104,0
113,B#3254,W#04,0,normal,-5,-5,604,603,-5,551,551,552,552,551,551,551,550,551,-5,-17,-17,50,-17,-17,62,-44,-45,-44,-45,-45,-45,-47,-17,-17,74,2403,2470,2406,1171,1386,1389,1395,1395,1392,1392,1392,1395,1395,448,1,1,2047,2047,1,1218,1258,1280,1299,1309,1309,1308,1135,1128,1,-11,-11,937,474,-11,927,971,966,950,947,948,990,966,950,-11,0,0,-21,0,0,0,-108,-111,-112,-113,-113,-106,-104,-2,0
114,B#3254,W#05,0,normal,-5,-5,606,603,-5,553,551,552,552,551,550,550,550,550,550,-17,-17,43,-17,-17,292,-45,-46,-46,-46,-47,-47,-47,-48,-18,70,2397,2445,2403,1222,1389,1392,1392,1392,1392,1392,1392,1392,1395,1392,1,1,2047,2047,1,1096,1243,1276,1291,1302,1306,1306,1155,1126,1125,-11,-11,951,477,-11,737,962,964,952,943,942,986,979,946,943,0,0,-1,1,0,23,-105,-110,-112,-112,-112,-108,-104,-103,0
115,B#3254,W#06,0,normal,-5,-5,605,603,-5,554,550,551,552,551,552,552,550,550,550,-18,-17,44,-18,-18,300,-45,-46,-45,-45,-46,-46,-47,-47,-18,70,2394,2445,2403,1101,1389,1392,1392,1392,1392,1392,1395,1395,1392,1389,1,1,2047,2047,1,1088,1245,1270,1289,1302,1307,1306,1150,1128,1126,-11,-11,954,483,-11,728,966,964,953,945,945,985,977,950,947,0,0,-1,1,0,24,-105,-111,-112,-112,-113,-108,-105,-104,0
116,B#3254,W#07,0,normal,-5,-5,604,604,-5,552,551,552,551,552,551,551,550,550,-5,-18,-18,52,-18,-18,70,-44,-45,-46,-45,-46,-46,-48,-18,-18,70,2397,2464,2403,1114,1389,1392,1392,1392,1395,1395,1395,1395,1389,451,1,1,2047,2047,1,1217,1248,1269,1286,1296,1298,1298,1132,1128,1,-11,-11,954,486,-11,935,962,956,940,935,940,982,965,951,-11,0,0,-1,1,0,0,-108,-111,-111,-111,-112,-105,-104,-2,0
117,B#3254,W#08,0,normal,-5,-5,604,603,-5,550,550,551,552,551,551,551,551,551,-4,-17,-18,785,-17,-18,328,-45,-46,-46,-46,-47,-46,-47,-47,-18,38,2310,2458,2403,611,1389,1392,1392,1392,1392,1392,1395,1392,1395,614,1,1,2047,2047,1,1096,1241,1269,1289,1302,1307,1306,1137,1128,2,-11,-11,953,562,-11,736,960,961,945,940,943,990,971,951,-11,0,0,-1,0,0,26,-104,-110,-111,-112,-112,-106,-104,-104,0
118,B#3254,W#09,0,normal,-5,-5,604,604,-5,557,551,552,551,551,550,550,550,550,-5,-17,-18,3,-18,-18,294,-45,-46,-46,-46,-46,-46,-45,-47,-18,70,2352,2438,2400,819,1392,1392,1395,1392,1392,1392,1392,1392,1392,618,1,1,2047,2047,1,1204,1242,1273,1292,1301,1303,1302,1134,1125,2,-11,-11,954,529,-11,893,961,959,951,945,944,982,966,947,-11,0,0,0,-1,0,25,-104,-109,-112,-112,-112,-106,-104,-104,0
119,B#3254,W#10,1,Nitride,-5,-5,605,604,-5,552,551,552,552,551,551,550,550,550,-3,-18,-18,66,-18,-18,71,-46,-46,-46,-47,-46,-46,-47,-47,-18,54,2358,2467,2400,806,1389,1389,1395,1395,1392,1392,1395,1392,1392,1366,1,1,2047,2047,1,1208,1251,1271,1289,1302,1305,1301,1144,1127,19,-11,-11,941,520,-11,908,970,965,946,941,944,988,978,952,5,0,0,0,0,0,0,-106,-111,-112,-112,-113,-107,-104,-104,0
120,B#3254,W#11,0,normal,-5,-5,604,603,-5,551,551,551,552,551,551,551,551,551,-5,-18,-18,45,-18,-18,58,-44,-47,-46,-47,-47,-47,-47,-18,-18,32,2394,2464,2400,1229,1386,1389,1392,1392,1392,1392,1392,1395,1392,448,1,1,2047,2047,1,1218,1250,1275,1293,1302,1304,1303,1136,1127,1,-11,-11,939,470,-11,936,963,957,947,941,941,991,972,952,-11,0,0,-21,0,0,-1,-108,-112,-112,-112,-112,-107,-104,-7,0
121,B#3254,W#12,0,normal,-5,-6,604,603,-5,552,550,550,550,550,550,550,550,550,-5,-18,-19,49,-18,-18,68,-44,-80,-81,-80,-81,-82,-82,-19,-19,70,2394,2467,2400,1085,1389,1392,1392,1392,1395,1395,1395,1395,1392,486,1,1,2047,2047,1,1216,1270,1294,1312,1322,1326,1325,1150,1145,1,-11,-11,936,469,-11,931,976,973,958,955,958,1000,984,968,-11,0,-1,-21,0,0,0,-107,-113,-114,-115,-115,-108,-107,-6,0
122,B#3254,W#13,0,normal,-5,-5,600,603,-5,556,550,551,551,551,551,552,551,552,-5,-19,-19,2,-19,-19,256,-83,-84,-84,-84,-84,-83,-85,-19,-18,70,2310,2432,2400,256,1386,1392,1392,1395,1395,1395,1392,1392,1392,448,1,1,2047,2047,2,1064,1268,1293,1311,1325,1332,1332,1163,1132,1,-11,-11,937,564,-11,703,974,974,960,946,950,991,981,947,-11,0,0,0,-1,0,23,-103,-109,-111,-112,-112,-109,-106,-2,0
123,B#3254,W#14,0,normal,-5,-5,605,603,-5,558,551,551,552,551,551,551,551,551,-4,-18,-18,-18,-18,-18,263,-80,-81,-81,-81,-81,-80,-82,-82,-19,70,2362,2448,2397,611,1389,1392,1392,1392,1395,1392,1392,1395,1392,973,1,1,2047,2047,1,1226,1274,1300,1319,1331,1334,1333,1163,1138,4,-11,-11,978,535,-11,902,980,979,965,958,960,1001,990,957,-9,0,0,0,0,0,24,-106,-111,-112,-113,-114,-109,-106,-106,0
124,B#3254,W#15,0,normal,-5,-5,605,603,-5,556,552,551,551,551,551,551,551,550,-4,-18,-18,-18,-18,-18,282,-79,-81,-81,-81,-81,-81,-81,-81,-18,32,2346,2451,2397,618,1386,1392,1392,1395,1392,1395,1392,1392,1392,982,1,1,2047,2047,1,1224,1273,1298,1317,1328,1332,1332,1166,1138,4,-11,-11,987,545,-11,901,980,980,962,957,958,1004,993,957,-9,0,0,0,-1,0,25,-107,-111,-112,-114,-114,-110,-106,-106,0
125,B#3254,W#16,0,normal,-5,-5,607,603,-5,556,552,551,552,551,552,551,551,551,-3,-18,-18,1,-18,-18,35,-80,-81,-82,-82,-80,-82,-82,-82,-18,70,2336,2467,2400,592,1389,1392,1392,1392,1392,1392,1395,1395,1395,1363,1,1,2047,2047,1,1221,1274,1300,1318,1331,1333,1330,1166,1138,19,-11,-11,985,541,-11,898,978,977,962,955,953,1001,989,954,5,0,0,0,1,0,0,-105,-110,-112,-113,-113,-109,-106,-106,0
126,B#3254,W#17,0,normal,-5,-5,606,604,-5,557,552,551,551,551,552,551,550,550,-5,-18,-18,14,-18,-18,37,-79,-82,-82,-84,-84,-84,-84,-18,-18,32,2320,2461,2400,595,1389,1392,1392,1392,1395,1392,1392,1392,1398,451,1,1,2047,2047,1,1071,1268,1294,1314,1327,1332,1330,1166,1131,1,-11,-11,991,549,-11,707,973,972,957,951,950,990,984,948,-11,0,0,-1,2,0,0,-104,-109,-111,-112,-113,-109,-106,-2,0
127,B#3254,W#18,0,normal,-5,-5,605,603,-5,554,551,551,551,552,551,551,551,551,-4,-18,-18,15,-18,-18,42,-82,-83,-82,-82,-83,-83,-83,-83,-18,70,2330,2438,2403,614,1392,1392,1392,1389,1392,1392,1392,1392,1392,614,1,1,2047,2047,1,1204,1270,1297,1318,1326,1330,1332,1180,1136,2,-11,-11,976,541,-11,872,973,973,961,954,951,1000,996,954,-11,0,0,0,1,0,0,-104,-110,-112,-113,-113,-110,-106,-106,0
128,B#3254,W#19,0,normal,-5,-5,606,603,-5,557,550,551,551,551,551,551,551,551,-4,-18,-18,-15,-18,-18,272,-81,-83,-82,-83,-82,-82,-83,-83,-18,70,2317,2438,2403,253,1386,1392,1395,1392,1392,1392,1392,1392,1395,979,1,1,2047,2047,2,1065,1267,1298,1318,1329,1333,1332,1164,1140,4,-11,-11,982,579,-11,701,975,976,962,957,958,1005,992,957,-9,0,0,0,0,0,24,-106,-110,-112,-113,-114,-110,-107,-106,0
129,B#3254,W#20,0,normal,-5,-5,604,603,-5,554,550,552,551,551,551,551,550,551,-4,-18,-18,-18,-18,-18,253,-82,-84,-83,-83,-82,-83,-84,-84,-18,51,2323,2442,2403,256,1386,1395,1395,1392,1392,1392,1395,1395,1392,989,1,1,2047,2047,2,1116,1271,1299,1316,1328,1331,1330,1156,1136,4,-11,-11,973,571,-11,754,980,983,962,957,956,1000,981,953,-9,0,0,0,0,0,22,-103,-111,-112,-113,-113,-109,-106,-106,0
130,B#3254,W#21,0,normal,-5,-5,607,603,-5,544,554,551,551,552,551,551,550,550,-5,-18,-18,4,-18,-19,92,-4,-81,-81,-80,-80,-80,-81,-82,-19,70,2355,2451,2400,797,1389,1392,1392,1392,1395,1395,1395,1398,1395,608,1,1,2047,2047,1,864,1265,1293,1314,1324,1328,1328,1152,1134,2,-11,-11,982,539,-11,595,976,978,960,955,950,992,976,949,-11,0,0,0,0,0,0,-83,-109,-112,-112,-112,-108,-105,-105,0
131,B#3254,W#22,0,normal,-5,-5,605,603,-5,557,550,551,552,551,551,551,551,550,-4,-18,-19,-19,-19,-18,260,-80,-81,-83,-82,-83,-84,-84,-85,-18,32,2362,2445,2400,611,1386,1392,1395,1395,1395,1395,1395,1398,1392,979,1,1,2047,2047,1,1066,1269,1296,1313,1327,1335,1334,1152,1137,4,-11,-11,993,545,-11,702,974,973,955,947,954,994,976,953,-9,0,0,0,-1,0,24,-104,-109,-111,-112,-113,-108,-106,-106,0
132,B#3254,W#23,0,normal,-5,-5,607,603,-5,557,552,551,551,551,551,551,551,551,-4,-18,-18,3,-19,-18,259,-83,-82,-83,-84,-83,-82,-83,-83,-19,70,2384,2435,2403,800,1386,1392,1395,1395,1392,1395,1392,1395,1395,982,1,1,2047,2047,1,1236,1280,1308,1324,1334,1338,1338,1172,1139,4,-11,-11,976,506,-11,917,986,983,967,961,964,1016,997,958,-9,0,0,0,1,0,23,-106,-111,-113,-113,-114,-111,-107,-106,0
133,B#3255,W#01,0,normal,-4,606,603,603,-4,553,551,551,551,551,551,551,551,552,-4,-15,716,-83,-15,-14,292,-80,-81,-81,-81,-81,-80,-81,-15,-16,2115,2445,2413,2400,1158,1386,1392,1392,1392,1392,1392,1395,1395,1392,432,1,2047,2047,2047,1,1241,1279,1300,1325,1336,1338,1337,1149,1135,1,-11,850,926,436,-11,924,963,960,956,955,957,997,979,953,-11,0,0,-20,0,0,25,-109,-112,-114,-115,-115,-110,-107,-1,0
134,B#3255,W#02,0,normal,-5,-5,607,604,-4,544,554,552,551,551,551,551,551,552,552,-16,-15,609,-15,-15,97,-2,-77,-78,-79,-79,-78,-78,-78,-17,32,2314,2480,2400,611,1389,1392,1392,1395,1392,1392,1392,1395,1392,1389,1,1,2047,2047,1,860,1268,1296,1313,1325,1331,1330,1159,1139,1139,-11,-11,1003,592,-11,588,973,976,961,952,953,1004,985,955,955,0,-1,0,0,0,0,-84,-111,-113,-114,-114,-110,-107,-107,0
135,B#3255,W#03,0,normal,-4,-4,604,603,-4,531,551,551,551,552,552,550,550,550,549,-15,-15,1276,-16,-15,125,-10,-82,-82,-80,-80,-80,-82,-82,-16,48,2294,2490,2403,189,1389,1389,1392,1392,1392,1392,1395,1392,1395,1392,1,1,2047,2047,1,815,1270,1296,1314,1326,1333,1331,1167,1136,1135,-11,-11,887,616,-11,557,970,969,953,949,950,993,986,949,945,0,0,0,-1,0,0,-84,-111,-112,-113,-114,-110,-107,-106,0
136,B#3255,W#04,0,normal,-5,-5,607,604,-2,543,554,551,552,551,551,551,551,551,550,-16,-15,832,-83,-16,88,1,-80,-80,-81,-82,-81,-81,-82,-17,42,2310,2448,2403,2317,1392,1392,1395,1389,1392,1392,1392,1392,1392,1389,1,1,2047,2047,33,862,1265,1293,1316,1328,1335,1333,1170,1134,1134,-11,-11,972,637,-5,589,968,971,957,953,953,991,985,950,947,0,0,-1,-19,0,0,-83,-110,-112,-114,-114,-110,-106,-106,0
137,B#3255,W#07,0,normal,-5,-5,605,603,-4,554,550,551,551,552,551,551,551,550,-4,-18,-18,601,-86,-17,268,-83,-81,-83,-84,-82,-83,-82,-85,-18,42,2301,2445,2403,1741,1389,1392,1392,1392,1392,1392,1395,1395,1392,998,1,1,2047,2047,6,1112,1267,1296,1317,1329,1332,1330,1152,1131,4,-11,-11,964,642,-11,746,974,974,958,952,948,986,972,946,-9,0,0,0,-20,0,24,-104,-110,-111,-113,-113,-107,-106,-105,0
138,B#3255,W#09,0,normal,-5,-5,605,603,-5,557,551,551,551,551,551,551,551,551,-4,-18,-18,-3,-18,-18,51,-80,-82,-83,-82,-83,-83,-84,-84,-18,70,2371,2464,2400,810,1389,1392,1392,1395,1392,1395,1392,1392,1395,992,1,1,2047,2047,1,1221,1274,1302,1314,1328,1332,1331,1153,1136,4,-11,-11,1003,521,-11,897,981,978,960,950,953,995,977,952,-9,0,0,-1,2,0,0,-105,-111,-111,-112,-113,-109,-106,-106,0
139,B#3255,W#10,0,normal,-5,-5,606,604,-5,558,551,552,552,551,551,551,551,550,-4,-18,-18,-5,-18,-18,270,-82,-83,-83,-82,-83,-83,-84,-84,-18,51,2355,2445,2400,611,1389,1392,1392,1395,1392,1392,1392,1392,1392,976,1,1,2047,2047,1,1226,1277,1300,1317,1330,1336,1336,1156,1138,4,-11,-11,1001,559,-11,910,986,983,964,956,962,1001,983,956,-9,0,0,0,0,0,24,-106,-111,-112,-113,-114,-109,-106,-106,0
140,B#3255,W#11,0,normal,-5,-5,604,603,-5,552,552,550,551,551,552,550,550,550,-5,-18,-19,24,-19,-19,36,-80,-85,-84,-85,-84,-84,-85,-18,-18,70,2390,2464,2403,1088,1389,1392,1392,1392,1392,1392,1395,1395,1392,486,1,1,2047,2047,1,1237,1277,1304,1318,1330,1333,1331,1154,1136,1,-11,-11,972,482,-11,941,983,976,962,953,955,992,976,953,-11,0,0,-21,0,0,0,-106,-111,-112,-113,-113,-108,-106,-6,0
141,B#3255,W#12,0,normal,-5,-5,606,603,-5,555,550,551,551,551,551,551,551,551,-4,-18,-18,-2,-18,-18,289,-82,-82,-83,-83,-83,-82,-84,-84,-18,70,2394,2448,2400,1120,1386,1392,1392,1392,1392,1392,1392,1392,1392,976,1,1,2047,2047,1,1073,1268,1301,1317,1329,1334,1333,1166,1133,4,-11,-11,1001,500,-11,713,977,975,961,952,955,994,985,949,-9,0,0,0,1,0,24,-104,-109,-112,-112,-113,-109,-106,-105,0
142,B#3255,W#13,1,Oxide dummy,-5,-5,604,604,-4,558,551,552,551,552,550,550,551,550,-4,-18,-18,538,-87,-17,261,-81,-84,-84,-84,-84,-84,-84,-85,-18,32,2298,2477,2403,1766,1389,1392,1392,1392,1392,1392,1392,1395,1395,986,1,1,2047,2047,6,1228,1274,1298,1316,1329,1332,1330,1155,1136,4,-11,-11,946,632,-11,912,984,986,965,956,960,1000,982,954,-9,0,0,0,-19,0,24,-105,-111,-112,-113,-113,-109,-106,-105,0
143,B#3255,W#14,0,normal,-5,-5,604,603,-5,557,550,551,551,551,551,551,550,550,-4,-19,-18,583,-19,-18,270,-81,-83,-82,-83,-83,-84,-84,-84,-18,70,2317,2490,2403,186,1389,1392,1395,1392,1392,1395,1392,1395,1395,960,1,1,2047,2047,1,1224,1272,1297,1317,1329,1331,1328,1158,1138,4,-11,-12,979,593,-11,910,981,976,964,959,958,999,984,956,-9,0,0,0,-1,0,24,-105,-110,-112,-113,-114,-109,-106,-106,0
144,B#3255,W#15,0,normal,-5,-5,606,604,-5,558,551,552,551,551,551,550,550,550,-4,-18,-19,-3,-19,-19,52,-83,-85,-85,-85,-84,-85,-84,-85,-19,54,2368,2461,2400,826,1389,1392,1392,1392,1392,1392,1392,1392,1392,986,1,1,2047,2047,1,1236,1281,1307,1321,1333,1335,1333,1164,1142,4,-11,-11,994,518,-11,935,986,982,967,960,960,1009,992,962,-9,0,0,-1,1,0,0,-108,-112,-113,-114,-115,-110,-107,-107,0
145,B#3255,W#16,0,normal,-5,-5,605,604,-5,552,552,552,551,551,552,550,550,550,-4,-18,-18,-1,-18,-18,95,-81,-84,-83,-85,-84,-85,-85,-84,-18,38,2333,2464,2403,1056,1392,1392,1392,1392,1392,1392,1392,1392,1392,611,1,1,2047,2047,1,1237,1282,1302,1318,1332,1334,1331,1159,1133,2,-11,-11,1002,518,-11,935,978,975,958,951,952,995,983,949,-11,0,0,0,1,0,0,-106,-111,-112,-112,-113,-108,-106,-104,0
146,B#3255,W#17,0,normal,-5,-5,606,604,-5,558,551,552,551,552,551,550,551,551,-4,-18,-18,15,-18,-18,269,-82,-84,-83,-82,-83,-84,-83,-84,-18,51,2358,2442,2403,614,1386,1392,1392,1392,1395,1395,1395,1395,1395,976,1,1,2047,2047,1,1224,1277,1302,1317,1328,1329,1328,1152,1134,4,-11,-11,987,549,-11,901,981,979,960,954,952,1002,979,950,-9,0,0,0,0,0,25,-106,-111,-112,-113,-113,-109,-106,-105,0
147,B#3255,W#18,0,normal,-5,-5,605,604,-5,557,552,550,551,551,551,551,552,550,-5,-18,-18,14,-18,-18,59,-80,-84,-84,-84,-84,-85,-84,-19,-18,32,2397,2461,2403,1072,1389,1392,1392,1392,1392,1392,1398,1398,1392,448,1,1,2047,2047,1,1230,1275,1297,1318,1328,1332,1332,1151,1130,1,-11,-11,1001,489,-11,923,975,972,957,953,953,990,977,948,-11,0,0,0,1,0,0,-105,-110,-112,-112,-113,-108,-106,-1,0
148,B#3255,W#19,0,normal,-5,-5,604,603,-4,554,550,550,551,552,550,550,550,551,-5,-19,-18,543,-87,-19,266,-81,-83,-82,-82,-84,-83,-83,-84,-19,70,2301,2464,2406,1786,1389,1392,1392,1395,1392,1392,1392,1392,1392,979,1,1,2047,2047,6,1117,1270,1297,1320,1329,1335,1334,1174,1137,4,-11,-11,941,633,-11,752,975,972,961,957,956,1004,996,954,-9,0,0,-1,-20,0,23,-104,-109,-111,-112,-113,-109,-106,-106,0
149,B#3255,W#20,0,normal,-5,-5,607,604,-5,558,551,551,552,551,552,552,550,550,-4,-18,-19,-2,-19,-19,268,-82,-84,-84,-84,-84,-85,-85,-85,-18,32,2394,2454,2400,1107,1389,1392,1392,1392,1395,1392,1392,1395,1392,982,1,1,2047,2047,1,1225,1274,1301,1319,1328,1332,1331,1151,1135,3,-11,-11,1010,502,-11,900,979,976,961,953,957,1001,979,952,-9,0,0,-1,1,0,23,-106,-110,-112,-113,-114,-109,-106,-106,0
150,B#3255,W#21,0,normal,-5,-5,605,603,-5,553,550,551,551,551,551,552,551,551,-3,-18,-18,-4,-18,-18,-10,-82,-83,-83,-84,-84,-84,-85,-84,-18,70,2394,2451,2406,1114,1386,1392,1395,1392,1392,1392,1392,1392,1392,1360,1,1,2047,2047,1,1117,1273,1297,1320,1332,1334,1334,1161,1136,19,-11,-12,1001,491,-11,755,981,979,960,958,960,1005,989,952,5,0,0,-1,1,0,0,-105,-110,-112,-113,-113,-109,-106,-105,0
151,B#3255,W#23,0,normal,-5,-6,604,603,-5,556,551,551,552,552,551,552,550,550,-5,-18,-19,599,-19,-18,266,-81,-82,-82,-81,-82,-82,-81,-18,-18,32,2310,2438,2397,186,1389,1392,1392,1392,1395,1398,1395,1395,1392,419,1,1,2047,2047,1,1118,1276,1299,1319,1330,1333,1333,1163,1134,1,-11,-11,952,581,-11,753,982,982,963,955,956,991,985,952,-11,0,0,0,-1,0,24,-104,-110,-112,-112,-113,-108,-106,0,0
152,B#3255,W#25,0,normal,-5,-5,605,603,-5,555,550,551,551,551,551,550,551,551,-5,-19,-19,18,-19,-19,31,-83,-82,-82,-82,-83,-83,-84,-19,-18,32,2394,2467,2403,1120,1389,1392,1392,1392,1395,1395,1392,1392,1392,432,1,1,2047,2047,1,1248,1290,1311,1331,1340,1343,1344,1158,1143,1,-11,-11,973,469,-11,950,989,984,970,970,976,1038,990,964,-11,0,0,-21,1,0,0,-108,-111,-113,-114,-115,-109,-107,-2,0
153,B#3256,W#02,0,normal,-5,-5,610,604,-5,556,551,551,552,552,552,551,550,550,20,-17,-17,9,-16,-17,271,-80,-82,-81,-81,-81,-81,-82,-83,-17,74,2384,2445,2400,1114,1389,1389,1392,1392,1392,1392,1392,1395,1392,1389,1,1,2047,2047,1,1229,1274,1300,1314,1329,1331,1330,1172,1140,167,-11,-11,1058,505,-11,912,984,980,966,960,960,996,990,958,127,0,0,-1,0,0,24,-106,-110,-112,-113,-113,-110,-106,-105,0
